Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Target
0.5960569836134791,1.237232572359134,-1.6106452574384997,-0.8832380124909749,2.169099033922501,0.26572501632606205,0
-0.1659171614054216,1.1838546049090626,-1.2749495167482876,-3.879140435298365,0.32733622156911,0.2988589661028387,0
0.777226245720831,-1.2321577107340271,-1.5376429549406287,3.1861845208810156,-0.8775998187631555,-0.13075162993827405,1
1.8276358276896303,1.4058376549374128,-0.9006237577484923,0.21635197462944866,0.7291116113257536,0.7512256046647172,1
-0.28098404966800317,3.319092347279141,0.07746067831572145,2.7984180864188293,4.284948893145238,4.973398204668536,1
-0.2809643483390166,-0.2936178143382313,-1.6939379414270843,-3.52076239197309,0.45691185574646553,2.0417964025839614,0
1.8950553786088697,3.8872687718910663,-0.09926155200842735,-2.180335116216635,2.31946064409166,-0.07809017537745255,1
0.9209216749834905,2.8779946779518086,-1.703504865112199,-1.9249600382305552,6.893396924731125,1.0762137362122592,1
-0.5633692631219425,0.6783800204521317,-1.7628644912471958,-0.9064680428896956,2.901651739945819,-1.1533567033714558,0
0.6510720523031576,1.7452466527918746,-0.2632648434911081,2.422930979180369,3.6850619794591863,5.232285917909904,1
-0.5561012313749547,4.876979253753859,-0.17025725979314488,-0.9075370101480589,1.1079199634968937,1.265582656731456,0
-0.5588757042843082,3.3203860643105587,-0.23373105691361107,-2.362771762829384,7.326949707400284,5.843129636744606,0
0.29035472587924094,2.0158105788166663,-2.184217667396327,-3.4800779172898526,1.9174110217231426,0.780310186100154,0
-2.2959362935893575,1.5721700294702283,-1.4193558802648458,-3.3640660131785003,2.5437906310969667,4.690848377816969,0
-2.0699013990156394,2.1378963268129874,-0.25931026719701067,2.0803776476878193,5.634117355934729,0.05108250633162559,1
-0.6747450350891672,1.078825595703854,-0.9626123434924948,-0.4415760717069359,2.636531510292762,-1.3907768529791822,0
-1.2153973444013084,-1.7885491102942264,-1.9663235615777177,1.8094489760001222,3.09577756535043,-1.7461331066095944,1
0.37709679911432864,5.675920238962515,-0.5875138547871024,1.4582969741095804,2.4366233584217407,2.8493474131582683,0
-1.089628890625453,2.2795849985589225,-1.6433265330923235,-2.9171003059179377,2.4503352438855455,0.4925893733887152,0
-1.6947644416023497,2.7166650772205667,0.6150723635529909,-2.8568965264618624,3.7410040216561833,1.5481590438066268,0
1.7587785227058648,1.8957660502215643,0.39035731617643266,2.0427361234730714,4.105886378396211,4.549176284806363,1
-0.27093156058384277,0.6767897586957417,-0.45631231627998947,1.7701463478833377,1.7135031375748657,-0.015135314441582892,1
0.0810338456255086,1.6653359342922127,0.2249060342927962,-0.9757538650055171,1.4678390877061407,0.469219813879306,0
-1.7096978234561482,-0.8789105719497603,-0.941687784888957,-3.3806218933372794,1.7817278222848736,4.762689480469338,0
-0.6532592694302192,6.098755696495949,-0.3111062550624857,-3.9032158264123824,0.1974919716004635,1.9420981867480327,0
0.1331071076518393,-0.22212159716031277,0.32994826577186753,-1.6947444043060411,-0.18086051703859463,4.621321336419901,0
-1.3811922929067633,0.1424606890750768,-0.7790511863851186,-3.9262218113021845,3.594334294449815,0.995808027730531,0
0.4508376220148063,1.207533432104479,-1.2296684543628553,-2.1594190311703727,4.877191606350224,1.186959846616868,1
-0.720766427902566,4.3185363047342795,-2.5341597623594043,-0.6439940783092917,4.742090586290435,-0.66289310577395,0
-0.3500324997519321,2.0261161986727774,-1.0748201731493445,-3.0286738775043665,-1.7639825462733167,5.330766828759731,0
-0.7220479346752763,-0.22504443285483244,-0.25891913389391974,-3.16577793734763,2.5098698259134786,5.174269552100876,0
2.222733821410725,4.257809049363211,-0.14892991518913323,3.1714994857498926,0.795816088814882,5.873736116518188,1
-0.016196669685520703,3.3158011282138666,-0.5460714408534312,0.683760232183114,3.287474875641714,1.2195770173576923,0
-1.2692531147470805,2.9691829229896145,-1.4871691854660158,3.4756454941022517,2.164352962381238,4.548919534069137,0
0.9870538945238267,3.288321634107513,-2.7791394120528317,-1.2333906897145663,4.183823812489177,1.3196298533769486,0
